company_id,investor_id,amount
16786137,67229154,0.0
12687807,64990211,0.0
30576994,15869591,
17491476,65851605,0.0
15207523,22653030,
58847069,58847070,
29394776,29394790,
93744922,102528317,
93744716,102540888,
93779199,80703757,60.0
18572844,18572844,
91562519,92598442,60.0
11794523,81010632,0.0
70376877,78397504,
93801530,107024129,
65756592,65756593,0.0
95476655,24321038,172.0
80695366,65188274,
8362326,5137679,10.0
85709688,36569341,140.0
16574573,108560089,
93789629,8150113,
15499857,7314678,
4319916,4319926,3120.0
81354671,6105356,1500.0
8579679,7247033,27000.0
4486359,224027,1000.0
78207750,67311142,0.0
83972478,109431542,0.0
86849364,109573420,0.0
87138445,93121527,0.0
100380479,100380481,800.0
93346033,109971365,
87439805,110145576,
86686914,110147494,30.0
83121485,110334536,
87686816,67809515,
110883984,93835290,300000.0
15977889,66069608,0.0
77256581,82833807,
77205194,31750665,25.0
77335362,86023180,30.0
77582214,31700558,0.0
77723711,2035474,
78657711,100984396,2.0
85226345,29363784,190.0
84951960,27613975,8.0
85738340,94169937,20.0
85413792,101006884,10.0
93468869,34688298,100.0
9837339,9837354,
31647567,31647577,
31503317,31503328,
64521042,77571274,1875.0
77359526,84883999,5.6
77840137,77843542,36.0
31380982,31381002,
78154832,99193389,5.5
83879523,83879524,60.0
77893586,77893585,
77932909,68964009,
85890039,101007257,15.0
77970827,11970744,40.0
85178973,24885346,
31351362,31351372,30.0
78050710,99189601,
84894089,100996192,30.0
78405732,100986251,
78480215,99085037,6300.0
78495883,99085654,
78502690,100983985,20.0
85189860,78451424,0.0
85380156,32294726,1287.0
77954078,10573084,9.0
77559069,80192227,30.0
77560010,80191076,20.0
77705415,99188100,
9924977,9924989,
100898864,99201230,210.0
77955937,9385962,180.0
82790521,2309999,300.0
84915629,10264095,
85079315,10168307,70.0
85776961,32306028,102.0
86033660,99203278,1031.99
31602365,31602380,27.5
78472967,53162990,980.0
77978987,10451282,5.0
78485711,58926588,59.4
78487319,4271005,18913.0
78493092,2803792,45.0
78636037,100985720,
85130432,521040,270.0
85075213,2071721,2.0
85090448,89844873,19.0
85449905,99202776,
85186319,83193519,90.0
85078694,99195812,
12257577,26224007,
42887178,67367968,3000.0
96354846,42402950,
96353522,111939494,
36893682,106064622,
24163176,15548982,0.0
68538888,41576676,0.0
33128371,67861396,40.0
112477420,112477421,
21055955,70109249,
9598704,390782,
26230737,67062944,0.0
66256256,540801,
113085463,113085464,
17197342,5106545,20000.0
66581685,73173061,
113349012,113349012,0.0
47690093,65240225,0.0
85833845,99490250,200.0
95596564,108518040,220.0
13059441,107349430,0.0
108778329,98974827,200.0
21987817,21987837,500.0
38728541,38728766,85.0
107233822,106696899,150.0
79209966,12348131,0.0
68131609,68296850,
33525625,15786931,18.0
80353420,114355951,
24882190,67326707,0.0
67985126,3723705,
7606919,5831055,
65088366,9016538,3879.6
89622066,110482552,
28160043,28159907,0.0
14805634,15040499,
48056998,15225734,4000.0
692116,36971194,
40174035,40174037,0.0
2612900,2603024,0.0
293078,293079,510.0
55785,55787,21.0
62687496,538317,0.0
519111,519112,600.0
214135,214138,0.0
383614,383615,480.0
6557303,72258263,
530970,175213,0.0
43355171,72258263,
37955358,72258263,
28046411,72258263,
481013,42279,1490.55
31536791,72258263,
723719,254660,100.0
552053,546394,250.0
23884069,72258263,
22167065,4760132,0.0
5286710,67121467,0.0
115061260,115061261,142.0
48714184,50793357,0.0
5253642,9042214,0.0
64728566,64728517,0.0
26596043,3728469,200.0
26908598,35908191,50.0
26048627,26048566,0.0
65768112,115118267,
22567428,693121,0.0
95972543,70322169,0.0
10046029,50707956,40.0
72979152,72979156,0.0
28083796,158558979,0.0
25988349,25988259,0.0
25924513,25924414,0.0
67133459,6711698,0.0
49292132,1620721,0.0
41890587,41890588,0.0
25153043,25153008,0.0
55641752,572517,0.0
46156410,46156402,0.0
56663529,25988485,0.0
10288266,65836798,
71982872,1834182,850.0
22684773,7667413,0.0
71431728,34438391,0.0
78987431,104499803,0.0
84393757,12269373,0.0
22960878,7451980,0.0
107782011,9757017,30.0
5895473,98162611,0.0
69325640,98473942,0.0
65093585,33098391,90.0
86740974,98843004,
90284561,115261259,100.0
96881134,96881079,0.0
70914229,67774871,51.0
83888883,75009015,0.0
77364127,77310547,50.6
71968683,66468969,0.0
16788519,16788427,0.0
32719836,16671468,0.0
115278553,105734831,0.0
12900116,65812922,0.0
83999958,99109447,
108226269,107625791,20.0
36721829,36721837,450.0
97342328,14706835,
25933236,25933015,0.0
30138839,30137996,0.0
104985731,82685919,
98775984,76927057,
105062223,31989959,0.0
111022947,94695226,
40487086,40487085,0.0
43373420,43373407,0.0
115314324,8835574,0.0
42875763,42875759,0.0
115314613,7647739,0.0
96184050,111975203,
31867817,32056238,0.0
41839605,46485590,0.0
92705841,65814659,
46200502,47168835,0.0
62741263,63047364,0.0
73395086,76492607,0.0
75142575,109701898,0.0
75477772,105734831,0.0
75421023,107935391,0.0
109426404,73916634,
110823213,106943684,
110899727,108087992,0.0
112541535,112541536,0.0
112870201,105496398,0.0
112941786,107962622,0.0
114774642,110181710,0.0
98306226,44949946,0.0
109420680,109420680,
112689616,106945983,0.0
73665696,108052789,0.0
113938128,107661196,0.0
49229902,73603720,0.0
91524087,106550922,0.0
108064495,108064332,0.0
84884435,25988485,0.0
75859824,73823831,0.0
75630893,75630888,0.0
111255099,111255100,0.0
98398746,67143373,0.0
75947907,38535428,0.0
88207580,115354828,0.0
16006212,106065926,
83534362,96737239,0.0
5174529,65453686,0.0
29755229,27298428,0.0
94853565,94853083,0.0
95395123,95395121,0.0
114853378,100004666,100.0
84576818,78166887,25.0
7590091,12798060,70.0
15280553,15280616,20.0
74713835,29764576,0.0
27278130,27277992,0.0
103444591,67495042,0.0
29289224,28134657,0.0
28625328,28625221,0.0
27480355,27480121,0.0
16647297,16088130,26.0
114570701,898151,1000.0
38873609,38873509,0.0
41804675,41804672,0.0
115496482,115496483,500.0
75029202,108501139,0.0
577817,99061223,
28342846,8797708,0.0
3220538,35690133,0.0
24631086,24631095,0.0
69499423,98858745,0.0
14807349,11313357,10.0
40033943,40033944,0.0
42744760,1971076,0.0
7703615,7703858,0.0
42685758,34156967,0.0
42558699,317073,0.0
42673779,42673781,0.0
98555583,95473651,40.0
110111868,110111866,0.0
65677674,65677675,0.0
105501922,67147221,0.0
42666751,42666753,0.0
42553776,42553777,0.0
42431486,39817,0.0
7358913,64212123,0.0
42749060,38515779,0.0
42558807,42558808,0.0
8232626,107023713,0.0
106988878,80026191,0.0
115664361,55837326,
115666436,115666437,
96228052,66394701,0.0
2912533,2912543,
115765867,115765867,
115789124,115789127,
115799740,115799743,
115875564,23922823,
115875891,115875894,
115891089,7588259,0.0
115839570,115915164,
115942672,24057688,
115959028,94792127,10.0
115992392,46210663,0.0
116001841,48941768,0.0
116019566,32860981,0.0
48747098,116034470,0.0
116109509,116109509,
116211495,116211496,
116302824,10228833,0.0
116307967,116307968,100.0
116308371,116308372,410.0
116318194,116318196,2000.0
43193216,43193218,0.0
43164377,43164378,0.0
116331272,64365575,20.0
116365420,116365421,0.0
116372476,116372479,4.5
116373799,116373801,
116392501,70358823,0.0
116396174,116396177,100.0
43838047,25524886,0.0
51804947,51805020,0.0
43557669,39817,0.0
75033212,109394274,0.0
44486988,44486994,2.0
84612813,192265,5000.0
31455030,75138433,100.0
116475955,10626521,0.0
116480923,64370109,
43691779,43691778,0.0
67714822,21662994,10.0
92824430,6116690,10.0
40110733,40110718,0.0
45615288,45615285,0.0
84614034,44081594,0.0
86201052,107285457,
44628015,44628008,0.0
100094129,14795105,0.0
76297529,76297525,10.0
14561309,14561330,8.0
18775250,14804407,227.0
71948963,98600360,0.0
5750743,35670399,30.0
21061603,21061605,26.0
108230100,59097999,0.0
75636542,107775426,0.0
92641523,116631758,
90514115,63921400,
4525153,16894416,
92213156,116653803,
26601273,11475072,150.0
92173831,6298889,306.0
19053230,80095378,0.0
20536066,4462741,0.0
28116622,4112190,135.0
31640152,11441159,0.0
84485027,98118591,61.1111
16572036,6107647,850.0
15049453,9724938,700.0
4739378,4739402,10.0
90175327,90175327,0.0
3727683,64768539,0.0
7774868,7774829,0.0
15098707,116868287,3.0
11431906,116047819,30.0
84842786,84842787,0.0
86385717,4486393,100.0
86318551,4829210,1000.0
86293839,944052,500.0
86282054,186992,200.0
86382748,102262275,1000.0
70251060,15760273,120.0
80523956,6930128,49.0
87480053,5635686,1.0
116934743,77768452,0.0
18618276,13707850,0.0
84167102,51940322,450.0
7368259,132790403,0.0
24011307,99144002,48.0
17333088,83334105,0.0
84928368,84928368,107.2
30217781,30217270,0.0
81510253,65171845,0.0
81641613,100815493,30.0
78939930,105015101,40.0
116072734,116072735,15.0
67724423,4595742,0.0
104984150,104984151,0.0
116237475,116237477,40.0
8632052,8632064,44.4
116330039,115733573,5.0
86403727,113189479,250.0
24902580,24902577,0.0
25798251,25797945,0.0
26424932,117003888,0.0
26947882,26947849,0.0
84595982,84595982,0.0
26007672,26007605,0.0
89624819,43771613,
30098213,29676067,0.0
32134247,32134260,20.0
48721675,48721667,0.0
90452206,65249170,
6193990,519368,500.0
77083426,456973,50000.0
106185877,28568544,2.0
4449752,4449790,35.0
5096080,12080008,
66473530,111551541,0.0
31101431,31100852,0.0
29096066,24611714,0.0
30728957,30728939,0.0
31892761,31892651,0.0
17682631,117050514,0.0
31278231,31278130,0.0
84632788,7957649,300.0
21844043,67323156,0.0
41823887,80580711,0.0
115507933,43719806,50.0
16647773,65992476,0.0
48484374,1924823,0.0
37793745,7030729,16.0
40004929,4252105,335.0
48718619,16909815,0.0
70794074,70794069,0.0
73113583,7655957,10.0
73543315,103143911,100.0
73913536,106385815,0.0
74234450,11712775,5.0
75511552,132816695,0.0
75394127,94338405,1000.0
75143297,99167556,100.0
75471010,82311107,0.0
75300204,99761339,10.0
15398846,10498507,40.0
76365700,4478384,25.0
14521666,14521683,45.0
76394544,12029233,0.0
40461663,94016364,0.0
79052056,79052058,
84924001,83576444,5.0
99189114,13763449,90.0
99248993,1704738,208.0
99569013,15914666,0.0
99259920,99259921,0.0
16274658,67256944,0.0
3795934,65055834,0.0
15171575,34252,900.0
3542659,65302365,0.0
92838260,114571380,
19444411,30445601,15.0
7535698,7040382,0.0
74623244,107483861,0.0
112546269,75871049,5.0
24476066,5014692,0.0
76952670,67331073,0.0
112983980,1866153,0.0
19221406,19221412,72.0
112856287,38613922,0.0
22516973,5678304,26.0
639971,22714500,4100.0
90093279,98163130,
44348084,44348021,0.0
25232018,110931,10.0
83423686,55729900,4900.0
23652596,23652601,5.0
23922317,23922319,0.0
83406290,83406285,0.0
9509107,106696236,0.0
50499589,50499536,0.0
33607508,33607517,11.2
27974604,27974630,0.0
16813488,14744496,0.0
65811405,1922984,100.0
12921309,11662284,30.0
116014964,4902939,20.0
85391241,85569281,
30205552,179538,30.0
29978759,29978766,
30259607,30259628,20.0
30027771,28350931,30.0
41756838,65009606,0.0
29139285,29139309,10.0
89850283,4447914,
31938155,9817861,264.18
37591551,15585730,997.0
33540265,13883617,30.0
70182732,80241802,0.0
33403436,26751448,40.0
10879688,7706354,0.0
83370166,55729900,0.0
48055378,48055368,0.0
36086980,14273883,0.0
90834182,81883499,
17972598,17972602,11.2
8133343,8133387,180.0
15681765,98883317,
46539092,46539093,50.0
47448640,6777861,66.4
75174700,59494,160.0
19420410,19420424,20.0
73009116,5251146,0.0
105938582,99077105,5.0
48040734,5527980,5.0
19388044,19388051,90.0
20929691,20929905,70.0
50112171,5057520,0.0
20200922,20200927,30.0
6609084,6609082,50.0
42940973,8049438,1.0
59986565,59986566,150.0
3015900,106113188,
19567295,19567304,10.0
37495261,106160744,
83174929,82370928,0.0
74764123,74764124,0.0
40621046,11520334,0.0
15173644,15173771,20.0
10409964,30457119,876.625
23500602,72251374,13.0
50794207,30042746,0.0
7006484,7006584,1400.0
5378951,115573846,0.0
21004109,42986306,0.0
50853189,28587361,4.3
17787646,214214804,0.0
90446546,64149285,
17537598,43948922,40.0
8723076,8722968,0.0
99329318,30532153,6.0
49384491,42011790,0.0
70153994,10705480,
23690444,5100467,300.0
16789621,6949529,20.0
67726561,306493,0.0
67579352,21277725,0.0
74623043,507887,0.0
10955532,10955547,708.0
66321551,48600103,0.0
90486053,64224387,
6688786,63913859,0.0
78111478,95219863,1000.0
9002347,9002020,15.0
20264787,20264787,30.0
46927568,46927562,0.0
107123479,107123481,20.0
47098945,108187269,0.0
85672830,90522952,
101308057,101308058,50.41
90903388,81224400,
78572979,23052986,104.0
81303048,70474506,1.0
90552463,80120555,
22640038,170348,0.0
22500546,17531592,0.0
81233197,81233197,4.6
9819799,9819857,180.0
81402584,2414411,150.0
48484499,1924823,0.0
70241855,15332339,5000.0
46312543,10037592,49.0
83162568,113137058,0.0
83455098,113142094,39.42
47106851,46634961,0.0
62183956,29170103,2.7
19558639,43949192,50.0
82942684,113145668,0.0
84512177,83679844,0.0
83913501,113149590,0.0
109818025,97379443,
45802921,45802922,20.0
84185288,82703005,0.0
67030677,51622065,0.0
84622399,39741525,30.0
20572606,4386074,0.0
82979126,82979126,0.0
84141639,84170198,110.0
82693339,113145202,
83654973,83654973,
82720982,28651229,300.0
84460655,113190108,
84358678,2224399479,0.0
83617319,113146370,0.0
85217250,53458876,76.0
84975131,113308055,0.0
82572018,113129556,0.0
83035032,113129603,8000.0
28936286,18976338,15.0
55834101,55834102,0.0
44418760,15216268,196.0
94447537,94929356,100.0
51095479,6325127,10.0
8643039,16011789,50.0
10625842,10625858,0.0
63087390,101575109,2.96
20931809,10502308,40.0
67821631,96698463,100.0
107473451,107473452,60.0
35808656,6636114,50.0
67324983,27055475,1000.0
64236645,25643329,0.0
19755415,9651063,0.0
64740055,64740056,0.0
100327006,21078338,6.0
117861286,117861289,
117870133,65827173,
117870941,117870945,
68999936,94252693,
69560702,99749195,28.0
68693646,65884023,0.0
68808818,71409821,100.0
82967326,82967322,0.0
81562378,27334878,0.0
68187833,11048653,0.0
117887758,26816213,
8654707,8654744,10.0
68884905,69047400,0.0
82605358,82605359,0.0
76911254,110929653,0.0
79826410,86834357,99.9
70966150,70966150,0.0
76882320,111959161,0.0
78340130,100987270,0.0
78794757,93680078,3000.0
82839733,82839734,
84225505,5176043,2.15
81997583,81997586,0.0
82912265,82912267,0.0
82712266,21852670,450.0
83204831,101147190,0.0
81523835,1377128,0.0
83028097,83028099,0.0
82837630,82837631,
83583686,111625100,100.0
83937539,33448883,
83046548,83046548,0.0
82805750,82805752,0.0
81223490,81223493,920.0
83084533,96589340,
83134948,83134948,
83316478,97256788,
82753308,82753309,0.0
103816310,107520418,4.0
81124206,68522218,0.0
81448004,96347606,40.0
84869387,110489397,0.0
93304040,99103196,
90090243,110733773,0.0
85120466,67886941,50.0
87319715,99206143,
85199012,110817655,0.0
90253105,44211839,8.0
85225118,97465793,
84754662,99584803,38.0
84713015,26105959,28.0
86373177,101049343,2998.0
88491817,88491817,
84630438,111995829,0.0
91085365,851701,7.5
88577150,112038508,0.0
84271753,56388531,50.0
12138915,82816010,
85246430,40171772,0.0
84641937,110545183,0.0
85019576,71394777,0.0
68210164,2844378,40.0
7303085,7303147,50.0
4832042,4832079,50.0
19010150,7682977,20.0
47258295,8809586,0.55
5668490,5668539,48.5
44508602,9686134,100.0
6102838,6102862,300.0
6113603,6113667,25.5
115268432,40406031,1500.0
3766130,3766135,1050.0
4925951,4926028,35.0
5885920,5885933,0.0
5608792,99141269,
57915513,43235224,18.18
58186388,85034010,30.0
5607032,5607038,200.0
4542107,14903419,0.0
4791291,4791328,33.3
5323547,5323582,10.0
115796139,115796140,37.5
115796999,115797007,10.0
51016072,41538222,65.8
38447047,18088984,12.0
18699442,6411560,110.0
4582710,16287826,180.0
5551478,5551534,90.0
4485505,70276920,475.0
4901722,4901785,798.4
67920567,68375761,0.0
70914606,98886766,
67867326,82586206,58.0
13472808,45313955,2.0
73780176,22409049,
43452326,43451732,0.0
12728954,1268280,36.0
13270628,11031592,0.0
68410925,34650099,500.0
20742663,11016421,30.0
14625144,14625162,50.0
62602435,11541606,0.0
107020615,107020617,7.0
14818462,14818492,510.0
9016568,7727475,50.0
86392035,4734688,28.3
54399702,99998512,100.0
56051547,82418756,0.0
102520141,37740043,68.0
80822562,80822564,50.0
68860820,58759,
69106816,99476482,0.0
83708822,105042915,0.0
72299039,60884526,0.0
69110350,29423544,
37163162,37163121,0.0
69195802,99436463,0.0
86296674,30477129,176.0
69282658,69282655,0.0
13358930,10543880,150.0
13164863,8980451,0.0
10192791,25906054,0.0
67750039,101774573,0.0
12152482,12152557,100.0
100353222,14630138,5.0
64425892,921658,50.0
9688837,9688842,60.0
11979765,4983128,50.0
10772675,15473760,900.0
100200747,5348677,5.0
29837289,5363063,
82416544,82416545,65.0
8856212,8856094,0.0
118117799,63882678,5000.0
64628790,106198165,0.0
5564202,78339170,180.0
68902818,135309,0.0
67197274,9960356,0.0
60115808,47114592,0.0
6572784,6572793,1338.0
81572708,13534204,
70905226,98851006,0.0
69332236,25237146,0.0
71422543,71422540,0.0
10071858,10071873,1.0
61781962,61781963,
50480924,50480930,327.18
28480510,28481736,55.0
23605076,23605076,1.0
79526930,79526932,36.0
19387575,10207080,0.0
30450239,30450282,10.0
71565595,67225296,10.0
47261315,47300936,0.0
81963277,15721713,18.0
22518828,68971162,4500.0
74901228,14711615,1000.0
86345891,13069300,4.0
13005078,13005093,0.0
9528236,9528263,0.0
86752875,80493999,
40287242,11995275,35.0
9771790,9771822,11.28
71903958,30553045,450.0
10969935,10969952,1000.0
80258574,76279727,0.0
43649522,2810036,420.0
115838929,115838931,366.0
16722297,11657149,90.0
52582921,113892816,600.0
115994908,5432797,
77809193,24229400,10.0
24612653,24612663,200.0
117668099,117668100,75.0
13380782,13380789,500.0
17534958,14420358,25.5
115924668,80204334,125.0
15772348,5198134,5000.0
8166879,664571,500.0
81281591,81281592,0.0
9298265,6218050,8.0
17131190,5751785,90.0
8116386,8116419,10.0
6477457,6477467,400.0
29296766,6955411,0.0
82292990,51865460,
70171796,66852577,200.0
7937770,20780010,5000.0
15303900,9298476,204.0
14253874,14253893,400.0
14941341,14941345,0.0
70229999,97205388,24.5
10882293,3675206,0.0
23628682,23628684,32.4
10204758,10204768,1000.0
67725713,9253714,0.0
67712778,37668480,0.0
67731222,12392511,0.0
6239029,6238636,0.1
117180308,117180308,3.0
67727880,7790818,0.0
68503146,24988659,4950.0
67722417,10319904,3234.8566
13090431,13090610,0.0
17236238,17236261,300.0
67722319,4753702,0.0
74856387,70171902,
70183137,68968358,40.0
109578816,46497705,0.0
13857921,10774431,200.0
82448198,31299677,0.0
75852038,40281327,55.0
35898813,22972571,325.0
82305453,31428806,18.0
1765172,75852142,
15741604,15741696,5000.0
15581853,7692697,150.0
25570962,22569028,200.0
71869259,95218776,
6596434,65684566,225.0
85890328,2318811,20.0
85903054,97804813,46.0
85748476,85755369,55.0
22258248,4610140,450.0
5719481,44605372,50.0
80397382,7289403,
12543848,72470281,425.0
9308929,9308943,30.0
76472324,99121759,0.0
85847655,17635488,100.0
84182640,78285270,0.0
79362908,46454555,10.0
80521390,80521391,100.0
72015076,25655185,0.0
22453755,22453756,30.0
64345653,67024528,100.0
40373848,40368636,0.0
83202796,101150848,35.0
81684238,96302654,0.0
11305099,28316715,10.0
42361339,6002814,26.5
10290800,10290806,0.0
23351591,23351595,1.0
13620600,13620679,1000.0
789760,789761,33.5
85790361,29494314,12.0
82674959,35981337,0.0
82128214,82128215,20.0
20463378,16018006,10.0
16971562,10252126,300.0
82488710,4116795,100.0
85968529,115716145,
3624880,3624910,1420.8
43765535,39004,0.0
98192125,85270434,
16306505,45240196,37.0
60561488,5595708,0.0
9654422,9654466,20.0
14921050,14921060,10.0
30494223,464251,900.0
83110404,83893855,
79320018,79320019,15.0
23489549,23489748,2.0
99948020,56666822,0.0
11618110,11618135,51.0
31912934,23876066,0.0
81998070,7881300,24.0
82314622,82314624,95.0
12085836,12085923,0.0
21911065,21911078,900.0
6673242,6673285,1.0
12267713,5821587,5000.0
13142931,13142952,700.0
16800100,7750236,0.0
83386549,83386549,0.0
22300148,9755782,0.0
23114451,10690040,180.0
78135475,78135476,0.0
82790317,82790319,200.0
14647027,14647096,600.0
118339289,118339290,90.0
16999241,10718578,250.0
97492612,12855828,200.0
